boro_Brooklyn,room_Shared room,room_Private room,availability_365_scaled,never_reviewed,boro_Staten Island,boro_Queens,boro_Manhattan,host_small,host_individual,geo_3,geo_1,price_log,price,neighbourhood,neighbourhood_group,room_type,geo_cluster_raw,host_scale_raw
False,False,False,1.8938220502529293,0,False,False,True,False,False,False,True,5.5909869805108565,267,East Village,Manhattan,Entire home/apt,1,commercial
False,False,False,-0.6627621459446461,0,False,False,True,True,False,False,True,4.605170185988092,99,East Village,Manhattan,Entire home/apt,1,small
False,False,True,1.8784671902157069,0,False,True,False,False,False,False,False,3.713572066704308,40,Edgemere,Queens,Private room,4,commercial
False,False,True,1.563692559452642,1,False,True,False,False,False,False,False,3.713572066704308,40,Edgemere,Queens,Private room,4,commercial
False,False,True,1.5099505493223626,0,False,True,False,False,False,False,False,3.784189633918261,43,Edgemere,Queens,Private room,4,commercial
True,False,True,0.3813683365864959,0,False,False,False,True,False,False,False,3.828641396489095,45,East New York,Brooklyn,Private room,4,small
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.48863636973214,88,Flatbush,Brooklyn,Entire home/apt,5,individual
False,False,True,0.6040138071262247,1,False,False,True,False,True,False,True,4.51085950651685,90,Chinatown,Manhattan,Private room,1,individual
False,False,False,0.9725304480195688,1,False,False,True,False,False,False,True,5.420534999272286,225,Chelsea,Manhattan,Entire home/apt,1,commercial
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,3.713572066704308,40,Bushwick,Brooklyn,Private room,0,individual
True,False,True,1.3487245189315245,1,False,False,False,False,False,False,False,4.007333185232471,54,Bedford-Stuyvesant,Brooklyn,Private room,5,commercial
False,False,True,-0.7856010262424276,0,False,False,True,True,False,False,True,4.7535901911063645,115,Murray Hill,Manhattan,Private room,1,small
False,False,False,-0.8393430363727069,1,False,False,True,False,True,False,True,4.663439094112067,105,Battery Park City,Manhattan,Entire home/apt,1,individual
False,False,True,1.8707897601970955,0,False,True,False,False,True,False,False,4.189654742026425,65,Ozone Park,Queens,Private room,4,individual
False,False,True,0.4427877767353865,0,False,False,True,False,True,False,True,4.709530201312334,110,Midtown,Manhattan,Private room,1,individual
True,False,True,-0.2865680750326905,1,False,False,False,False,True,False,False,4.605170185988092,99,Bedford-Stuyvesant,Brooklyn,Private room,0,individual
False,False,True,1.7863380299923708,0,False,False,True,False,False,False,True,3.871201010907891,47,Upper West Side,Manhattan,Private room,1,commercial
False,False,True,-0.7395364461307595,0,False,False,True,False,True,False,True,5.017279836814924,150,Greenwich Village,Manhattan,Private room,1,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,5.521460917862246,249,Williamsburg,Brooklyn,Entire home/apt,0,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.420534999272286,225,Nolita,Manhattan,Entire home/apt,1,individual
True,False,False,-0.1253420446418524,0,False,False,False,False,True,False,False,5.278114659230517,195,Bedford-Stuyvesant,Brooklyn,Entire home/apt,0,individual
False,False,True,-0.7625687361865935,0,False,True,False,True,False,False,False,4.51085950651685,90,Astoria,Queens,Private room,2,small
False,False,True,1.248917928689577,0,False,False,True,True,False,False,False,4.174387269895637,64,Harlem,Manhattan,Private room,2,small
False,False,False,-0.1560517647162978,1,False,False,False,False,True,False,False,5.075173815233827,159,Concourse Village,Bronx,Entire home/apt,2,individual
True,False,True,-0.8393430363727069,1,False,False,False,False,True,False,False,4.0943445622221,59,Bedford-Stuyvesant,Brooklyn,Private room,0,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.663439094112067,105,Crown Heights,Brooklyn,Entire home/apt,5,individual
False,False,False,-0.8393430363727069,0,False,False,True,True,False,False,True,5.375278407684165,215,West Village,Manhattan,Entire home/apt,1,small
True,False,True,1.678854009731812,1,False,False,False,False,False,False,False,4.007333185232471,54,Bedford-Stuyvesant,Brooklyn,Private room,5,commercial
False,False,True,0.9878853080567916,0,False,False,True,False,True,False,False,4.382026634673881,79,Inwood,Manhattan,Private room,2,individual
False,False,False,1.5329828393781966,0,False,True,False,False,True,False,False,5.049856007249537,155,Long Island City,Queens,Entire home/apt,2,individual
True,False,True,-0.1483743346976864,0,False,False,False,True,False,False,False,4.605170185988092,99,Bedford-Stuyvesant,Brooklyn,Private room,5,small
True,False,True,0.8189818476473422,0,False,False,False,False,False,False,False,4.060443010546419,57,Bedford-Stuyvesant,Brooklyn,Private room,0,commercial
False,False,True,-0.8393430363727069,0,False,False,True,False,True,False,True,4.948759890378168,140,Hell's Kitchen,Manhattan,Private room,1,individual
False,False,True,1.8861446202343184,0,True,False,False,True,False,True,False,4.248495242049359,69,West Brighton,Staten Island,Private room,3,small
False,False,False,-0.8393430363727069,1,False,False,True,False,True,False,True,5.017279836814924,150,Hell's Kitchen,Manhattan,Entire home/apt,1,individual
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,True,4.564348191467836,95,Williamsburg,Brooklyn,Private room,1,individual
True,False,False,-0.8009558862796502,0,False,False,False,False,True,False,True,5.017279836814924,150,Williamsburg,Brooklyn,Entire home/apt,1,individual
False,False,True,-0.3786972352560266,0,False,False,True,True,False,False,True,4.709530201312334,110,Chelsea,Manhattan,Private room,1,small
False,False,False,1.6634991496945892,0,False,False,True,False,False,False,True,5.170483995038151,175,Midtown,Manhattan,Entire home/apt,1,commercial
True,False,False,1.0339498881684597,0,False,False,False,False,True,False,False,4.454347296253507,85,Red Hook,Brooklyn,Entire home/apt,5,individual
False,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.343805421853684,76,Bronxdale,Bronx,Entire home/apt,2,individual
False,False,True,0.5349169369587227,0,False,True,False,True,False,False,False,4.382026634673881,79,Jamaica,Queens,Private room,4,small
True,False,True,0.611691237144836,0,False,False,False,False,True,False,False,3.737669618283368,41,Bushwick,Brooklyn,Private room,0,individual
True,False,True,0.611691237144836,0,False,False,False,False,False,False,False,4.454347296253507,85,Flatlands,Brooklyn,Private room,5,commercial
True,False,True,1.7709831699551482,0,False,False,False,False,False,False,False,4.795790545596741,120,Crown Heights,Brooklyn,Private room,5,commercial
False,False,True,0.542594366977334,0,False,True,False,True,False,False,False,4.189654742026425,65,St. Albans,Queens,Private room,4,small
True,False,True,0.204787446158435,0,False,False,False,False,True,False,False,4.007333185232471,54,Prospect-Lefferts Gardens,Brooklyn,Private room,5,individual
True,False,True,-0.7318590161121482,0,False,False,False,False,True,False,False,4.110873864173311,60,Crown Heights,Brooklyn,Private room,5,individual
True,False,True,1.5944022795270874,1,False,False,False,False,True,False,False,3.951243718581428,51,Cypress Hills,Brooklyn,Private room,0,individual
True,False,False,-0.7856010262424276,0,False,False,False,False,True,False,True,5.525452939131784,250,Williamsburg,Brooklyn,Entire home/apt,1,individual
True,False,False,-0.6857944360004802,0,False,False,False,False,True,False,False,4.836281906951478,125,Park Slope,Brooklyn,Entire home/apt,5,individual
False,False,True,-0.8393430363727069,0,False,False,True,False,True,False,True,4.394449154672439,80,Financial District,Manhattan,Private room,1,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,False,4.663439094112067,105,Harlem,Manhattan,Entire home/apt,2,individual
True,False,True,0.5502717969959453,0,False,False,False,True,False,False,False,4.110873864173311,60,Sunset Park,Brooklyn,Private room,5,small
False,False,True,0.1971100161398237,0,False,True,False,False,True,False,False,5.480638923341991,239,Holliswood,Queens,Private room,4,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,5.303304908059076,200,Greenpoint,Brooklyn,Entire home/apt,0,individual
False,False,False,0.3736909065678845,0,False,False,True,False,True,False,True,5.525452939131784,250,Hell's Kitchen,Manhattan,Entire home/apt,1,individual
False,False,False,-0.6243749958515894,0,False,False,True,False,True,False,True,5.303304908059076,200,SoHo,Manhattan,Entire home/apt,1,individual
True,False,True,1.479240829247917,0,False,False,False,True,False,False,False,4.330733340286331,75,Sunset Park,Brooklyn,Private room,5,small
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.420534999272286,225,Lower East Side,Manhattan,Entire home/apt,1,individual
False,False,True,-0.1560517647162978,0,False,False,True,False,True,False,True,4.709530201312334,110,Upper West Side,Manhattan,Private room,1,individual
False,False,True,-0.3249552251257472,0,False,True,False,False,True,False,False,4.330733340286331,75,Arverne,Queens,Private room,4,individual
False,False,True,0.5349169369587227,0,False,False,False,False,True,False,False,3.713572066704308,40,Fordham,Bronx,Private room,2,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.61512051684126,100,Fort Greene,Brooklyn,Entire home/apt,5,individual
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,4.02535169073515,55,Bedford-Stuyvesant,Brooklyn,Private room,0,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,False,5.225746673713202,185,Upper West Side,Manhattan,Entire home/apt,2,individual
True,False,True,1.9475640603832087,1,False,False,False,True,False,False,False,4.110873864173311,60,Williamsburg,Brooklyn,Private room,0,small
False,False,False,0.3660134765492732,0,False,False,True,False,True,False,True,5.111987788356544,165,Midtown,Manhattan,Entire home/apt,1,individual
True,False,False,-0.6090201358143668,0,False,False,False,False,True,False,False,5.241747015059643,188,Brooklyn Heights,Brooklyn,Entire home/apt,5,individual
True,False,False,1.271950218745411,0,False,False,False,False,True,False,False,4.948759890378168,140,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,individual
False,False,False,-0.3326326551443586,0,False,True,False,False,True,False,False,4.7535901911063645,115,Long Island City,Queens,Entire home/apt,2,individual
True,False,False,-0.57063298572131,0,False,False,False,False,True,False,False,5.017279836814924,150,Crown Heights,Brooklyn,Entire home/apt,5,individual
False,False,False,0.0051742656745402,0,False,False,True,False,True,False,False,5.707110264748875,300,Harlem,Manhattan,Entire home/apt,2,individual
False,False,True,1.9552414904018205,0,False,False,True,True,False,False,True,4.890349128221754,132,Murray Hill,Manhattan,Private room,1,small
False,False,True,-0.2712132149954679,0,False,False,True,True,False,False,False,4.564348191467836,95,East Harlem,Manhattan,Private room,2,small
False,False,True,1.9552414904018205,0,False,False,True,True,False,False,True,4.454347296253507,85,Murray Hill,Manhattan,Private room,1,small
True,False,True,0.3583360465306618,0,False,False,False,True,False,False,False,4.189654742026425,65,Sheepshead Bay,Brooklyn,Private room,5,small
True,False,False,-0.4170843853490833,0,False,False,False,True,False,False,False,5.017279836814924,150,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,small
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,4.61512051684126,100,Williamsburg,Brooklyn,Private room,0,individual
False,False,True,0.112658285935099,0,False,False,True,False,True,False,False,4.787491742782046,119,Washington Heights,Manhattan,Private room,2,individual
False,False,False,-0.2097937748465771,0,False,False,True,False,True,False,True,5.303304908059076,200,Hell's Kitchen,Manhattan,Entire home/apt,1,individual
True,False,False,-0.5936652757771441,0,False,False,False,False,True,False,False,4.51085950651685,90,Crown Heights,Brooklyn,Entire home/apt,5,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.099866427824199,163,Kips Bay,Manhattan,Entire home/apt,1,individual
True,False,True,0.2278197362142691,0,False,False,False,True,False,False,False,4.23410650459726,68,Bedford-Stuyvesant,Brooklyn,Private room,0,small
True,False,False,-0.3710198052374153,0,False,False,False,False,True,False,False,4.61512051684126,100,Bensonhurst,Brooklyn,Entire home/apt,5,individual
False,False,False,1.962918920420432,0,False,False,True,False,False,False,True,5.135798437050262,169,Theater District,Manhattan,Entire home/apt,1,commercial
False,False,False,-0.8393430363727069,1,False,False,True,False,True,False,False,4.663439094112067,105,Upper East Side,Manhattan,Entire home/apt,2,individual
False,False,True,0.9418207279451236,0,False,True,False,True,False,False,False,4.262679877041316,70,Ditmars Steinway,Queens,Private room,2,small
False,False,True,1.701886299787646,0,False,True,False,True,False,False,False,4.51085950651685,90,Astoria,Queens,Private room,2,small
False,False,True,-0.3633423752188039,0,False,False,True,True,False,False,True,4.61512051684126,100,East Village,Manhattan,Private room,1,small
True,False,True,1.387111669024581,0,False,False,False,False,True,False,False,4.189654742026425,65,Bushwick,Brooklyn,Private room,0,individual
False,False,False,1.2873050787826337,0,False,False,True,False,False,False,True,4.709530201312334,110,Upper East Side,Manhattan,Entire home/apt,1,commercial
False,False,True,-0.8393430363727069,0,False,True,False,False,True,False,False,3.8501476017100575,46,Maspeth,Queens,Private room,0,individual
True,False,True,-0.4247618153676946,0,False,False,False,True,False,False,False,3.713572066704308,40,Flatbush,Brooklyn,Private room,5,small
True,False,True,-0.1637291947349091,0,False,False,False,False,True,False,False,4.394449154672439,80,Bushwick,Brooklyn,Private room,0,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.521460917862246,249,Murray Hill,Manhattan,Entire home/apt,1,individual
False,False,True,-0.8393430363727069,0,False,False,True,False,True,False,False,4.709530201312334,110,Upper East Side,Manhattan,Private room,2,individual
False,False,True,0.3736909065678845,0,False,True,False,False,True,False,False,3.8918202981106265,48,Ridgewood,Queens,Private room,0,individual
True,False,True,-0.8163107463168728,0,False,False,False,False,True,False,False,3.9318256327243257,50,Crown Heights,Brooklyn,Private room,0,individual
True,False,False,1.0569821782242936,0,False,False,False,True,False,False,False,4.912654885736052,135,East New York,Brooklyn,Entire home/apt,0,small
False,False,True,-0.1099871846046297,0,False,True,False,False,True,False,False,4.0943445622221,59,Forest Hills,Queens,Private room,4,individual
False,False,True,-0.8393430363727069,0,False,False,True,True,False,False,True,5.010635294096256,149,Midtown,Manhattan,Private room,1,small
True,True,False,1.794015460010982,0,False,False,False,True,False,False,False,3.58351893845611,35,Brighton Beach,Brooklyn,Shared room,5,small
True,False,False,1.8938220502529293,0,False,False,False,False,False,False,False,4.454347296253507,85,East New York,Brooklyn,Entire home/apt,0,commercial
False,False,False,-0.5168909755910307,0,False,False,True,False,True,False,False,4.795790545596741,120,Washington Heights,Manhattan,Entire home/apt,2,individual
False,False,True,-0.1483743346976864,0,False,False,True,False,True,False,True,5.198497031265826,180,Chelsea,Manhattan,Private room,1,individual
False,False,False,1.732596019862091,0,False,False,True,False,True,False,True,5.703782474656201,299,Gramercy,Manhattan,Entire home/apt,1,individual
True,False,True,1.7786605999737597,0,False,False,False,False,True,False,True,4.110873864173311,60,Williamsburg,Brooklyn,Private room,1,individual
True,False,True,-0.8393430363727069,0,False,False,False,True,False,False,False,3.828641396489095,45,Flatbush,Brooklyn,Private room,5,small
True,False,True,-0.1483743346976864,0,False,False,False,False,True,False,False,3.9318256327243257,50,Sunset Park,Brooklyn,Private room,5,individual
False,False,False,-0.8393430363727069,1,False,False,True,False,True,False,False,5.707110264748875,300,Upper East Side,Manhattan,Entire home/apt,2,individual
True,False,False,0.6040138071262247,0,False,False,False,False,True,False,False,5.0238805208462765,151,Williamsburg,Brooklyn,Entire home/apt,0,individual
True,False,True,-0.8393430363727069,1,False,False,False,False,True,False,False,4.941642422609304,139,Downtown Brooklyn,Brooklyn,Private room,5,individual
False,False,False,0.066593705823431,0,False,False,True,True,False,False,False,5.081404364984463,160,Harlem,Manhattan,Entire home/apt,2,small
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,4.02535169073515,55,Greenpoint,Brooklyn,Private room,0,individual
False,False,True,-0.2097937748465771,0,False,False,True,True,False,False,True,4.795790545596741,120,SoHo,Manhattan,Private room,1,small
True,False,True,1.9552414904018205,0,False,False,False,True,False,False,False,4.189654742026425,65,Prospect-Lefferts Gardens,Brooklyn,Private room,5,small
True,False,True,0.2815617463445484,0,False,False,False,False,True,False,True,4.875197323201151,130,Greenpoint,Brooklyn,Private room,1,individual
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,4.262679877041316,70,Bushwick,Brooklyn,Private room,0,individual
False,False,False,1.701886299787646,0,False,False,True,False,False,False,False,4.219507705176107,67,Washington Heights,Manhattan,Entire home/apt,2,commercial
True,False,False,1.6942088697690347,0,False,False,False,False,True,False,False,4.875197323201151,130,Manhattan Beach,Brooklyn,Entire home/apt,5,individual
False,False,False,1.5944022795270874,0,False,False,True,False,False,False,True,4.770684624465665,117,Kips Bay,Manhattan,Entire home/apt,1,commercial
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.59511985013459,98,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt,5,individual
True,False,False,-0.8393430363727069,0,False,False,False,True,False,False,False,4.795790545596741,120,Crown Heights,Brooklyn,Entire home/apt,5,small
True,False,True,-0.4094069553304719,0,False,False,False,False,True,False,True,4.330733340286331,75,Williamsburg,Brooklyn,Private room,1,individual
True,False,True,-0.4401166754049173,0,False,False,False,True,False,False,False,4.110873864173311,60,Sunset Park,Brooklyn,Private room,5,small
False,False,True,1.586724849508476,0,False,False,True,True,False,False,False,3.713572066704308,40,Harlem,Manhattan,Private room,2,small
True,False,True,-0.8393430363727069,1,False,False,False,False,True,False,True,4.836281906951478,125,Williamsburg,Brooklyn,Private room,1,individual
True,False,True,1.4178213890990266,0,False,False,False,True,False,False,False,4.110873864173311,60,Sunset Park,Brooklyn,Private room,5,small
True,False,True,-0.8393430363727069,1,False,False,False,False,True,False,False,4.61512051684126,100,Williamsburg,Brooklyn,Private room,0,individual
False,True,False,0.5349169369587227,0,False,False,True,False,True,False,False,4.564348191467836,95,East Harlem,Manhattan,Shared room,2,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,4.8283137373023015,124,Nolita,Manhattan,Entire home/apt,1,individual
False,False,True,1.962918920420432,1,False,True,False,False,True,False,False,4.454347296253507,85,Whitestone,Queens,Private room,4,individual
True,False,True,-0.8393430363727069,0,False,False,False,True,False,False,False,4.51085950651685,90,Carroll Gardens,Brooklyn,Private room,5,small
True,False,True,1.655821719675978,0,False,False,False,True,False,False,False,4.262679877041316,70,Sunset Park,Brooklyn,Private room,5,small
False,False,False,1.7402734498807026,0,True,False,False,True,False,True,False,5.017279836814924,150,St. George,Staten Island,Entire home/apt,3,small
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,False,4.543294782270004,93,East Harlem,Manhattan,Entire home/apt,2,individual
False,False,True,0.6040138071262247,0,False,True,False,False,True,False,False,4.394449154672439,80,Ridgewood,Queens,Private room,0,individual
False,False,True,0.5272395069401112,0,False,True,False,False,True,False,False,4.343805421853684,76,Kew Gardens Hills,Queens,Private room,4,individual
True,False,False,1.962918920420432,0,False,False,False,True,False,False,False,4.736198448394496,113,Bushwick,Brooklyn,Entire home/apt,0,small
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.875197323201151,130,Fort Greene,Brooklyn,Entire home/apt,5,individual
False,False,False,0.4504652067539978,0,False,False,True,False,True,False,True,5.081404364984463,160,Theater District,Manhattan,Entire home/apt,1,individual
False,False,True,-0.8393430363727069,0,False,False,True,False,True,False,True,4.499809670330265,89,Kips Bay,Manhattan,Private room,1,individual
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,3.9318256327243257,50,Prospect-Lefferts Gardens,Brooklyn,Private room,5,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.017279836814924,150,East Village,Manhattan,Entire home/apt,1,individual
True,False,False,-0.1714066247535204,0,False,False,False,True,False,False,False,4.836281906951478,125,Prospect Heights,Brooklyn,Entire home/apt,5,small
False,False,True,0.542594366977334,0,False,True,False,True,False,False,False,4.454347296253507,85,St. Albans,Queens,Private room,4,small
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,3.828641396489095,45,Kensington,Brooklyn,Private room,5,individual
True,False,False,1.9552414904018205,1,False,False,False,False,True,False,False,5.017279836814924,150,Crown Heights,Brooklyn,Entire home/apt,5,individual
True,False,False,-0.2405034949210225,0,False,False,False,False,True,False,False,5.14166355650266,170,Williamsburg,Brooklyn,Entire home/apt,0,individual
True,False,False,-0.5629555557026987,0,False,False,False,False,True,False,False,4.454347296253507,85,Bath Beach,Brooklyn,Entire home/apt,5,individual
False,False,True,1.7172411598248687,0,False,False,True,False,False,False,True,5.293304824724492,198,Midtown,Manhattan,Private room,1,commercial
False,False,False,1.179821058522075,0,False,False,True,False,False,False,True,5.293304824724492,198,Midtown,Manhattan,Entire home/apt,1,commercial
False,False,True,1.3333696588943018,0,False,True,False,False,True,False,False,3.784189633918261,43,Woodhaven,Queens,Private room,4,individual
False,False,True,0.5349169369587227,0,False,True,False,True,False,False,False,4.189654742026425,65,Jamaica,Queens,Private room,4,small
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,3.737669618283368,41,Cypress Hills,Brooklyn,Private room,0,individual
False,False,True,-0.8393430363727069,0,False,False,True,False,True,False,True,4.499809670330265,89,Hell's Kitchen,Manhattan,Private room,1,individual
True,False,True,-0.478503825497974,0,False,False,False,False,True,False,False,4.394449154672439,80,Bedford-Stuyvesant,Brooklyn,Private room,0,individual
False,False,True,-0.8393430363727069,1,False,False,True,False,True,False,True,4.709530201312334,110,East Village,Manhattan,Private room,1,individual
False,False,True,0.066593705823431,0,False,False,True,True,False,False,False,4.394449154672439,80,Upper East Side,Manhattan,Private room,2,small
False,False,True,-0.4017295253118606,0,False,True,False,True,False,False,False,4.330733340286331,75,Astoria,Queens,Private room,2,small
True,False,True,1.5483376994154192,0,False,False,False,True,False,False,False,4.330733340286331,75,Bedford-Stuyvesant,Brooklyn,Private room,0,small
False,False,True,-0.8393430363727069,0,False,False,True,False,True,False,False,4.382026634673881,79,Washington Heights,Manhattan,Private room,2,individual
True,False,False,0.4044006266423298,0,False,False,False,False,True,False,False,5.170483995038151,175,East Flatbush,Brooklyn,Entire home/apt,5,individual
False,False,True,1.747950879899314,0,True,False,False,True,False,True,False,4.709530201312334,110,St. George,Staten Island,Private room,3,small
False,False,True,-0.8393430363727069,1,False,False,True,False,True,False,True,5.247024072160486,189,Hell's Kitchen,Manhattan,Private room,1,individual
True,False,True,-0.1790840547721318,0,False,False,False,True,False,False,False,3.9318256327243257,50,Williamsburg,Brooklyn,Private room,0,small
True,False,True,0.7805946975542855,0,False,False,False,True,False,False,False,3.9318256327243257,50,Sheepshead Bay,Brooklyn,Private room,5,small
False,False,False,-0.6166975658329781,0,False,False,True,False,True,False,True,5.017279836814924,150,Chinatown,Manhattan,Entire home/apt,1,individual
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,3.9318256327243257,50,Bedford-Stuyvesant,Brooklyn,Private room,0,individual
False,False,False,-0.6090201358143668,0,False,False,True,True,False,False,True,5.247024072160486,189,SoHo,Manhattan,Entire home/apt,1,small
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.62040086571715,275,Greenwich Village,Manhattan,Entire home/apt,1,individual
False,False,True,-0.2021163448279658,0,False,False,True,False,True,False,False,4.61512051684126,100,Upper West Side,Manhattan,Private room,2,individual
False,False,False,-0.45547153544214,0,False,False,True,False,True,False,False,4.262679877041316,70,Harlem,Manhattan,Entire home/apt,2,individual
False,False,True,-0.8393430363727069,1,False,False,True,False,True,False,False,3.58351893845611,35,Harlem,Manhattan,Private room,2,individual
True,False,False,0.6424009572192814,0,False,False,False,True,False,False,False,4.564348191467836,95,Bushwick,Brooklyn,Entire home/apt,0,small
False,False,False,0.3429811864934391,0,False,False,True,False,True,False,True,4.948759890378168,140,Two Bridges,Manhattan,Entire home/apt,1,individual
False,False,True,-0.4477941054235286,0,False,False,True,False,True,False,True,4.330733340286331,75,Chinatown,Manhattan,Private room,1,individual
False,False,True,0.5349169369587227,1,False,False,True,False,True,False,True,5.713732805509369,302,Theater District,Manhattan,Private room,1,individual
False,False,True,-0.7625687361865935,0,False,False,True,False,True,False,False,4.189654742026425,65,Harlem,Manhattan,Private room,2,individual
False,False,False,1.962918920420432,1,False,False,True,False,False,False,True,5.7745515455444085,321,Hell's Kitchen,Manhattan,Entire home/apt,1,commercial
False,False,True,-0.5015361155538081,0,False,False,True,False,True,False,False,3.5263605246161616,33,Washington Heights,Manhattan,Private room,2,individual
False,False,False,1.9552414904018205,1,False,False,True,False,False,False,True,5.707110264748875,300,Midtown,Manhattan,Entire home/apt,1,commercial
False,False,False,0.2278197362142691,0,False,False,True,True,False,False,True,5.303304908059076,200,Upper West Side,Manhattan,Entire home/apt,1,small
False,False,False,-0.7088267260563141,0,False,False,True,False,True,False,True,5.3706380281276624,214,Lower East Side,Manhattan,Entire home/apt,1,individual
True,False,True,0.5809815170703907,0,False,False,False,False,True,False,False,3.713572066704308,40,Bushwick,Brooklyn,Private room,0,individual
True,False,True,0.4965297868656659,0,False,False,False,True,False,False,False,3.688879454113936,39,Bushwick,Brooklyn,Private room,0,small
False,False,True,1.2412404986709658,0,False,False,True,True,False,False,False,4.330733340286331,75,East Harlem,Manhattan,Private room,2,small
False,False,True,-0.8393430363727069,0,False,False,True,False,True,False,False,4.61512051684126,100,Harlem,Manhattan,Private room,2,individual
False,False,True,1.6634991496945892,0,False,False,True,False,False,False,False,3.912023005428146,49,Upper West Side,Manhattan,Private room,2,commercial
True,False,False,1.2258856386337431,0,False,False,False,False,True,False,False,5.225746673713202,185,Prospect Heights,Brooklyn,Entire home/apt,5,individual
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,4.61512051684126,100,Williamsburg,Brooklyn,Private room,0,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.875197323201151,130,Carroll Gardens,Brooklyn,Entire home/apt,5,individual
False,False,True,1.9168543403087637,0,False,False,True,False,True,False,True,4.248495242049359,69,Chinatown,Manhattan,Private room,1,individual
True,False,True,0.204787446158435,0,False,False,False,False,True,False,False,4.836281906951478,125,Prospect-Lefferts Gardens,Brooklyn,Private room,5,individual
True,False,True,1.3026599388198563,0,False,False,False,True,False,False,False,4.454347296253507,85,Williamsburg,Brooklyn,Private room,0,small
False,False,True,0.7191752574053948,0,False,False,True,True,False,False,False,4.0943445622221,59,Harlem,Manhattan,Private room,2,small
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,4.709530201312334,110,Chelsea,Manhattan,Entire home/apt,1,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,5.525452939131784,250,Williamsburg,Brooklyn,Entire home/apt,0,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.170483995038151,175,Midtown,Manhattan,Entire home/apt,1,individual
True,False,True,-0.1560517647162978,0,False,False,False,False,True,False,False,4.605170185988092,99,Greenpoint,Brooklyn,Private room,0,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.170483995038151,175,Kips Bay,Manhattan,Entire home/apt,1,individual
True,False,True,-0.8393430363727069,0,False,False,False,True,False,False,False,3.6635616461296463,38,Bedford-Stuyvesant,Brooklyn,Private room,0,small
False,False,True,-0.8393430363727069,0,False,False,False,True,False,False,False,4.356708826689592,77,North Riverdale,Bronx,Private room,2,small
True,False,True,-0.8393430363727069,1,False,False,False,False,True,False,False,4.51085950651685,90,Sunset Park,Brooklyn,Private room,5,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,4.859812404361672,128,Kips Bay,Manhattan,Entire home/apt,1,individual
False,False,False,-0.0562451744743504,0,False,True,False,False,True,False,False,3.912023005428146,49,Springfield Gardens,Queens,Entire home/apt,4,individual
False,False,False,0.112658285935099,1,False,False,True,False,True,False,True,5.723585101952381,305,Midtown,Manhattan,Entire home/apt,1,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.430816798843313,83,Borough Park,Brooklyn,Entire home/apt,5,individual
True,False,True,-0.8393430363727069,0,False,False,False,True,False,False,False,4.394449154672439,80,Crown Heights,Brooklyn,Private room,5,small
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,4.394449154672439,80,Bedford-Stuyvesant,Brooklyn,Private room,0,individual
False,False,True,-0.7318590161121482,0,False,False,True,False,True,False,True,4.418840607796598,82,Gramercy,Manhattan,Private room,1,individual
